id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
197,45,admin.,married,university.degree,no,no,no,cellular,jul,tue,2516,2,687,6,nonexistent,1.4,90,-28.42,3.23,5126.34,no
198,28,admin.,single,high.school,no,no,no,cellular,jul,tue,2504,2,998,6,failure,1.4,94.36,-44.31,4.73,5428.58,yes
199,32,technician,married,professional.course,no,no,no,telephone,may,fri,197,1,954,0,nonexistent,1.1,90.32,-38,4.71,5300.01,no
200,50,housemaid,divorced,basic.4y,no,no,no,telephone,jun,wed,1266,0,918,1,failure,1.4,92.71,-27.5,1.92,4865.43,no
201,28,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,164,0,992,0,nonexistent,-0.1,97.02,-40.11,4.31,5045.12,no
202,34,technician,married,high.school,no,no,no,telephone,may,mon,225,0,1030,0,nonexistent,1.1,97.56,-36.07,5.03,5377.87,no
203,30,admin.,married,university.degree,no,no,no,cellular,jun,tue,1165,0,541,4,failure,-2.9,98.03,-34.87,3.06,5317,yes
204,37,technician,married,professional.course,no,yes,no,telephone,may,tue,891,2,676,4,failure,1.1,88.82,-42.65,2.15,4740.66,no
205,39,technician,single,professional.course,no,no,no,telephone,may,fri,3010,4,554,2,nonexistent,1.1,94.44,-36.68,1.16,5170.87,yes
206,31,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,1481,2,1021,0,nonexistent,1.4,96.99,-35.66,4.85,5306.52,no
207,45,entrepreneur,married,university.degree,no,yes,no,cellular,nov,fri,1960,3,783,4,failure,-0.1,94.64,-28.2,3.33,4881.49,no
208,33,admin.,single,university.degree,no,no,no,cellular,jun,fri,323,0,971,4,success,-2.9,90.57,-34.29,2.11,4951.84,yes
209,39,housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,433,0,1038,0,nonexistent,1.4,90.17,-37.14,4.86,5411.08,no
210,39,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,449,2,1006,0,nonexistent,-2.9,92.49,-41.77,1.22,4868.07,no
211,45,admin.,divorced,university.degree,no,no,yes,cellular,may,mon,63,0,986,0,nonexistent,-1.8,93.91,-46.01,1.24,5354.05,no
212,31,admin.,single,professional.course,no,yes,no,cellular,jul,wed,74,1,1016,0,nonexistent,-2.9,93.85,-32.42,1.01,4868.07,no
213,25,entrepreneur,divorced,unknown,no,unknown,unknown,cellular,mar,fri,2831,18,442,4,success,1.4,91.57,-47.73,3.88,5143.1,no
214,45,technician,single,professional.course,unknown,no,no,telephone,jun,tue,763,1,760,4,nonexistent,1.4,92.07,-43.49,1.49,4998.47,no
215,36,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,79,1,960,1,failure,-1.8,95.3,-45.64,1.31,4941.02,no
216,23,services,single,unknown,no,yes,no,cellular,mar,tue,728,12,339,2,nonexistent,-1.8,91.88,-44.57,2.84,4845.6,yes
217,23,student,single,unknown,no,yes,no,cellular,sep,wed,710,2,856,6,failure,-1.1,91.51,-48.36,4.59,5121.26,no
218,28,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,3817,1,611,5,failure,1.4,94.13,-49.78,2.75,5281.35,no
219,27,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,124,1,1003,0,nonexistent,1.4,94.18,-41.54,4.76,5259.46,no
220,37,services,married,high.school,unknown,yes,no,telephone,may,wed,1635,2,429,4,nonexistent,1.1,89.4,-26.79,2.49,4862.79,no
221,23,unemployed,divorced,illiterate,unknown,unknown,yes,telephone,may,tue,4537,43,6,6,success,-2.9,97.18,-32.84,0.88,5384.01,yes
222,27,technician,single,university.degree,no,yes,no,cellular,jul,wed,572,1,974,0,nonexistent,1.4,91.85,-42.87,5.21,5243.78,no
223,40,self-employed,divorced,university.degree,no,no,no,cellular,may,mon,145,0,1039,0,nonexistent,-1.8,97.44,-46.47,1.26,5236.77,no
224,32,self-employed,divorced,professional.course,no,yes,no,telephone,jun,mon,123,1,958,0,nonexistent,1.4,93.61,-41.08,4.97,5296.06,no
225,51,admin.,divorced,university.degree,unknown,yes,yes,cellular,aug,fri,539,4,988,0,nonexistent,1.4,96.24,-35.95,4.77,4987.6,no
226,39,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,77,0,967,0,nonexistent,1.4,98.52,-42,5.16,5107.85,no
227,51,entrepreneur,married,university.degree,no,yes,no,cellular,jul,mon,1194,2,1041,0,nonexistent,1.4,94.19,-42.01,4.99,5139.22,no
228,28,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,2458,0,853,1,failure,-3.4,96.4,-36.9,1.05,5234.78,yes
229,58,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,260,2,207,2,failure,1.1,89.87,-47.98,3.52,4973.76,no
230,36,admin.,married,basic.6y,no,no,no,cellular,jul,thu,213,3,952,0,nonexistent,1.4,98.42,-44.7,4.81,5008.51,no
231,48,technician,married,professional.course,no,no,no,telephone,jul,fri,335,1,1047,0,nonexistent,-2.9,90.98,-34.7,1.02,5111.73,no
232,47,admin.,married,high.school,no,no,no,telephone,jun,thu,409,1,1038,0,nonexistent,1.4,93.23,-43.3,4.85,5113.08,no
233,50,admin.,married,high.school,unknown,no,no,telephone,may,tue,3895,3,811,1,failure,1.1,94.24,-45.68,4.45,5135.94,no
234,47,admin.,married,unknown,unknown,no,no,telephone,may,mon,282,0,580,1,nonexistent,1.1,90.03,-36.47,1.78,4968.3,no
235,27,student,single,university.degree,no,yes,no,telephone,may,mon,2897,1,884,5,success,-1.8,96.03,-33.8,3.55,4976.73,no
236,28,management,single,university.degree,no,no,no,telephone,may,fri,113,0,952,0,nonexistent,1.1,92.49,-35.52,4.62,5274.05,no
237,36,technician,married,university.degree,no,yes,no,telephone,jun,mon,75,2,1001,0,nonexistent,1.4,96.25,-41.63,4.81,5128.76,no
238,30,technician,single,professional.course,no,no,no,telephone,jun,mon,122,0,979,0,nonexistent,1.4,92.38,-40.08,4.71,5395.39,no
239,28,technician,single,university.degree,no,yes,no,cellular,jul,thu,56,2,1037,0,nonexistent,1.4,96.26,-42.65,5.07,4971.92,no
240,46,management,divorced,university.degree,no,yes,no,cellular,jul,fri,310,6,975,0,nonexistent,1.4,89.31,-43.21,4.92,5473.82,no
241,58,self-employed,single,illiterate,unknown,yes,no,cellular,aug,thu,97,30,1006,0,nonexistent,1.4,91.57,-41.54,5.01,5400.62,yes
242,33,admin.,married,university.degree,no,no,yes,cellular,may,thu,16,7,1015,0,nonexistent,-1.8,90.66,-45.83,1.28,5221.47,no
243,45,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,mon,95,3,959,0,nonexistent,1.4,97.39,-44.32,5.03,5463.36,no
244,28,management,single,university.degree,no,no,no,cellular,nov,tue,228,1,993,1,failure,-0.1,90.03,-42.33,4.18,5013.94,no
245,50,services,divorced,basic.6y,unknown,yes,no,telephone,jun,tue,4763,8,582,2,failure,1.4,94.57,-34.36,3.02,5411.39,no
246,33,technician,married,university.degree,no,yes,no,cellular,apr,mon,1199,3,149,4,nonexistent,-1.8,89.38,-30.03,1.16,4964.37,no
247,43,admin.,married,university.degree,no,yes,no,telephone,jun,tue,415,6,1018,0,nonexistent,1.4,93.99,-40.37,4.99,5269.92,no
248,42,unemployed,married,basic.9y,no,yes,no,cellular,may,thu,3289,1,243,4,failure,-1.8,96.49,-28.42,2.66,4995.76,yes
249,57,management,married,university.degree,no,yes,yes,cellular,nov,tue,580,2,982,1,failure,-0.1,91.98,-41.37,3.97,5024.33,yes
250,45,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,tue,149,1,1033,0,nonexistent,1.1,89.76,-37.85,5,5367.49,no
251,53,management,married,basic.4y,no,yes,no,cellular,nov,wed,4740,2,892,1,success,-0.1,95.87,-32.88,3.85,5210.18,no
252,28,unknown,married,university.degree,no,unknown,unknown,telephone,may,fri,276,1,968,0,nonexistent,1.1,95.49,-34.9,4.77,5045.65,no
253,33,admin.,married,high.school,no,no,yes,telephone,may,fri,2374,2,207,0,nonexistent,1.1,95.35,-42.91,2.01,5075.84,no
254,44,services,married,high.school,no,yes,no,cellular,aug,tue,183,2,994,0,nonexistent,1.4,96.99,-37.65,5.05,5489.5,no
255,53,admin.,married,high.school,no,no,no,cellular,aug,tue,87,5,951,0,nonexistent,1.4,95.68,-37.72,4.99,5050.34,no
256,37,entrepreneur,married,high.school,no,no,no,telephone,jun,wed,460,0,964,0,nonexistent,1.4,92.19,-41.96,4.97,5154.9,no
257,29,blue-collar,single,basic.4y,unknown,yes,no,telephone,may,thu,43,2,954,0,nonexistent,-1.8,95.3,-47.4,1.31,5277.56,no
258,57,retired,single,high.school,no,no,yes,telephone,jun,tue,103,1,1014,0,nonexistent,1.4,95.4,-41.63,4.99,5233.32,no
259,23,services,single,basic.9y,unknown,yes,no,cellular,may,mon,4386,3,1014,1,failure,-1.8,93.72,-36.48,2.31,4809.99,no
260,23,student,single,high.school,no,yes,no,cellular,aug,tue,79,0,970,0,nonexistent,-2.9,96.53,-30.77,0.9,5289.4,no
261,46,admin.,married,basic.9y,no,yes,yes,cellular,aug,wed,108,3,959,0,nonexistent,1.4,93.07,-37.54,5,5473.82,no
262,36,blue-collar,single,basic.6y,no,yes,yes,cellular,jul,thu,95,1,1019,0,nonexistent,1.4,90.16,-41.63,5.19,4966.69,no
263,26,services,divorced,basic.6y,no,no,yes,telephone,may,mon,81,7,1003,0,nonexistent,1.1,98.22,-35.56,4.61,5009.31,no
264,29,services,married,high.school,no,no,no,telephone,jun,wed,206,1,1012,0,nonexistent,1.4,94.84,-40.46,4.99,5060.8,no
265,30,admin.,single,high.school,no,yes,no,cellular,nov,fri,60,0,970,0,nonexistent,-0.1,92.08,-42.29,3.93,5408.82,no
266,27,blue-collar,single,high.school,no,yes,no,telephone,jul,wed,169,6,985,0,nonexistent,1.4,97.86,-42.05,4.89,5369.25,no
267,40,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,191,0,969,0,nonexistent,1.4,92.88,-42.78,4.94,5034.66,no
268,30,blue-collar,married,high.school,no,yes,no,telephone,may,wed,87,0,1045,0,nonexistent,1.1,94.18,-37.01,4.85,5066.41,no
269,49,admin.,married,university.degree,no,yes,no,cellular,aug,tue,112,6,965,0,nonexistent,1.4,97.83,-34.72,4.89,5207.18,no
270,30,services,married,high.school,no,yes,yes,cellular,jul,mon,156,1,1014,0,nonexistent,1.4,94.66,-42.74,5.15,5400.62,no
271,32,technician,married,university.degree,no,yes,yes,cellular,aug,fri,2731,5,540,5,nonexistent,1.4,90.81,-27.79,2.6,5065.46,no
272,33,admin.,married,university.degree,no,yes,no,telephone,may,thu,1697,4,610,1,nonexistent,1.1,89.86,-42.79,0.83,5130.94,no
273,59,retired,married,university.degree,no,no,no,cellular,aug,wed,328,2,1015,0,nonexistent,1.4,89.79,-37.9,5.17,5139.22,no
274,33,admin.,single,university.degree,no,no,no,cellular,mar,tue,545,2,986,2,failure,-1.8,94.21,-50.87,4.01,4762.04,yes
275,57,retired,married,basic.4y,unknown,no,yes,cellular,jul,tue,600,4,999,0,nonexistent,1.4,98.42,-42.87,5.16,5306.52,no
276,52,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,4415,1,978,0,failure,1.1,96.8,-43.11,1.04,5162.53,no
277,31,technician,married,university.degree,no,no,no,cellular,sep,wed,224,1,1032,0,nonexistent,-1.1,96.64,-36.33,0.86,5177.03,yes
278,35,management,married,university.degree,unknown,no,no,telephone,may,wed,946,1,352,0,success,1.1,97.32,-33.03,0.65,4888.12,no
279,30,technician,single,university.degree,no,yes,yes,telephone,jul,wed,16,42,976,0,nonexistent,1.4,96.64,-44.19,4.72,5144.45,no
280,41,management,married,unknown,unknown,no,no,cellular,apr,thu,2869,1,574,1,failure,-1.8,93.72,-44.27,1.55,5047.44,no
281,49,management,single,professional.course,no,no,no,cellular,may,wed,1854,1,962,6,success,-1.8,91.43,-46.92,3.69,5025.36,no
282,54,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,851,5,1017,0,nonexistent,-1.8,94.28,-49.4,1.46,5150.09,no
283,52,management,married,university.degree,no,no,no,cellular,nov,mon,60,1,966,0,nonexistent,-0.1,88.63,-40.99,4.06,5408.82,no
284,36,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,496,1,11,6,failure,-0.1,91.13,-37.88,1.64,5051.1,no
285,55,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,wed,597,3,463,3,success,-0.1,93.14,-30.95,1.52,5042.91,yes
286,37,admin.,married,university.degree,no,yes,no,telephone,may,mon,4847,2,764,4,success,1.1,95.26,-27.46,2.66,5316.18,no
287,37,blue-collar,married,basic.9y,no,yes,no,cellular,apr,tue,216,0,1041,0,nonexistent,-1.8,91.86,-47.52,1.44,4956.32,no
288,58,unknown,married,unknown,unknown,yes,no,cellular,aug,tue,123,3,978,0,nonexistent,1.4,94,-35.99,4.86,5139.22,no
289,27,retired,unknown,basic.4y,yes,yes,no,telephone,aug,thu,776,29,378,6,nonexistent,1.4,89.59,-37.87,1.74,5377.64,yes
290,41,unknown,single,basic.6y,no,no,unknown,telephone,oct,wed,1884,12,382,1,success,-1.7,88.23,-38.59,3.45,5166.37,yes
291,37,technician,single,university.degree,no,no,no,telephone,jun,mon,179,2,963,0,nonexistent,1.4,94.65,-41.17,4.99,5259.46,no
292,54,retired,married,university.degree,no,no,no,cellular,aug,tue,327,1,1020,0,nonexistent,1.4,91.2,-36.17,4.86,5316.97,no
293,50,admin.,married,basic.9y,no,yes,yes,telephone,may,thu,3592,0,730,5,success,1.1,96.74,-40.4,1.06,5293.72,no
294,22,student,single,basic.6y,no,yes,no,cellular,oct,tue,88,0,1000,0,nonexistent,-3.4,94,-27.38,0.72,5092.76,no
295,44,self-employed,married,basic.9y,unknown,yes,no,cellular,aug,thu,162,1,1019,0,nonexistent,1.4,92.04,-37,5.05,5243.78,no
296,52,blue-collar,divorced,high.school,no,no,no,telephone,jun,tue,676,2,952,0,nonexistent,1.4,90.49,-40.92,4.76,5102.62,yes
297,42,technician,married,basic.9y,no,yes,no,cellular,nov,thu,360,2,1023,0,nonexistent,-0.1,91.33,-43.21,4.14,5294.52,no
298,44,blue-collar,married,unknown,no,no,no,telephone,jun,thu,4657,0,272,1,success,1.4,95.95,-28.28,1.48,4756.78,no
299,36,retired,divorced,basic.6y,unknown,no,no,cellular,dec,thu,86,27,956,0,nonexistent,1.4,94.19,-35.95,5.18,5139.22,yes
300,85,retired,married,university.degree,no,yes,yes,cellular,oct,tue,64,1,993,1,failure,-3.4,88.54,-27.46,0.75,5122.86,no
301,41,services,married,high.school,unknown,yes,yes,telephone,jun,tue,4966,0,263,3,nonexistent,1.4,94.81,-36.87,4.89,4894.8,no
302,23,blue-collar,single,basic.4y,no,unknown,unknown,cellular,may,thu,4280,39,946,6,nonexistent,-3.4,96.23,-41.74,1.65,5181.53,no
303,41,entrepreneur,married,basic.6y,unknown,no,no,telephone,jun,thu,933,2,414,4,success,1.4,91.37,-32.66,4.74,4988.22,no
304,32,services,single,high.school,no,no,no,cellular,oct,tue,136,1,949,0,nonexistent,-3.4,96.03,-26.73,0.73,5017.5,yes
305,46,management,married,university.degree,no,no,no,cellular,nov,tue,69,1,967,0,nonexistent,-0.1,97.39,-43.38,3.97,5190.6,no
306,60,retired,married,high.school,no,yes,no,cellular,oct,wed,1323,1,271,3,nonexistent,-3.4,92.43,-27.77,1.58,4989.06,no
307,50,management,married,university.degree,no,yes,yes,cellular,apr,fri,1332,8,474,5,failure,-1.8,94.79,-29.75,1.14,5145.55,no
308,31,services,married,high.school,no,no,no,cellular,may,tue,1210,1,132,6,nonexistent,-1.8,91.28,-42.87,1.29,5164.75,no
309,31,services,single,high.school,no,yes,no,cellular,may,tue,3706,1,464,4,failure,-1.8,92.05,-36.48,2.04,5064.82,no
310,27,management,single,university.degree,no,no,yes,cellular,nov,tue,76,1,1038,0,nonexistent,-0.1,96.46,-40.86,4.34,5273.73,no
311,29,admin.,single,university.degree,no,yes,yes,cellular,jul,wed,2786,6,6,3,failure,1.4,98.21,-31.72,1.82,5149.28,no
312,31,blue-collar,married,high.school,unknown,yes,no,cellular,jul,tue,349,5,67,4,success,1.4,93.54,-30.82,4.68,5112.44,no
313,48,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,wed,230,0,1040,0,nonexistent,1.4,98.23,-43.21,5.03,5149.67,no
314,35,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,142,2,1035,0,nonexistent,1.1,98.41,-36.03,4.81,5040.46,no
315,36,technician,single,professional.course,unknown,no,no,cellular,jul,wed,4935,1,663,4,failure,1.4,98.49,-47.67,1,5350.2,no
316,30,admin.,married,high.school,no,yes,no,cellular,nov,wed,82,1,1029,1,failure,-3.4,97.18,-30,0.74,4816.8,no
317,44,admin.,single,university.degree,no,no,no,cellular,aug,tue,960,1,950,0,nonexistent,-2.9,88.97,-32.21,0.86,5233.56,no
318,47,self-employed,married,university.degree,no,no,no,cellular,aug,thu,4895,1,162,3,failure,1.4,97.06,-29.18,1.84,5158.19,no
319,47,technician,divorced,unknown,no,no,yes,cellular,mar,mon,228,34,986,0,nonexistent,-0.1,93.2,-43.59,4,5195.8,no
320,28,admin.,married,university.degree,no,no,no,telephone,aug,wed,575,3,1029,0,nonexistent,1.4,91.57,-36.82,4.83,5259.46,yes
321,47,management,divorced,university.degree,no,unknown,unknown,telephone,may,wed,3139,0,619,4,nonexistent,1.1,90.89,-35.15,4.22,5109.22,no
322,60,unknown,unknown,illiterate,no,no,yes,cellular,apr,thu,1520,40,338,2,success,1.4,91.93,-48.16,1.39,5092.23,yes
323,34,services,married,high.school,no,no,no,cellular,jul,tue,81,7,962,0,nonexistent,1.4,94.1,-41.71,4.79,5181.04,no
324,44,blue-collar,divorced,basic.9y,unknown,no,no,cellular,nov,mon,223,3,1019,1,failure,-0.1,95.8,-41.07,4.31,5429.61,no
325,38,admin.,single,university.degree,no,yes,no,telephone,jun,wed,3700,1,465,6,failure,1.4,97.52,-33.44,4.31,5328.12,no
326,32,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,thu,4203,0,878,3,success,1.4,89.89,-33.86,1.12,5224.03,no
327,46,blue-collar,married,basic.4y,unknown,no,no,cellular,may,thu,13,3,978,0,nonexistent,-1.8,92.42,-46.33,1.3,4874.73,no
328,53,technician,married,basic.6y,unknown,yes,no,cellular,may,tue,1576,3,961,5,failure,-1.8,93.59,-29.07,2.82,5312.01,no
329,29,admin.,single,high.school,no,no,no,cellular,jul,fri,3387,1,507,3,success,1.4,95.64,-39.86,5.01,5254.27,yes
330,32,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,mon,722,1,915,1,nonexistent,-1.8,89.01,-46.32,1.48,5090.73,no
331,29,technician,married,high.school,no,yes,yes,cellular,nov,thu,2153,0,242,1,failure,-0.1,91.12,-35.15,0.85,5086.05,no
332,32,admin.,married,basic.9y,no,yes,no,telephone,jun,mon,247,2,959,0,nonexistent,1.4,91.34,-42.51,5.03,5165.36,no
333,43,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,169,2,1048,0,nonexistent,-3.4,90.05,-30.46,0.71,5052.62,yes
334,43,admin.,divorced,basic.9y,unknown,no,no,telephone,may,fri,490,1,1031,0,nonexistent,1.1,90.23,-35.74,4.97,5414.21,no
335,34,retired,married,high.school,no,yes,no,cellular,apr,thu,4583,6,511,5,nonexistent,-1.8,90.93,-37.74,4.4,4888.13,no
336,49,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,3529,2,700,5,nonexistent,-1.8,90.6,-39.28,2.24,5423.89,no
337,32,management,married,high.school,no,yes,no,cellular,nov,wed,228,2,957,0,nonexistent,-0.1,90.12,-43.84,4.28,5117.86,no
338,48,admin.,single,high.school,no,yes,no,cellular,jul,wed,176,2,1016,0,nonexistent,1.4,89.22,-44.23,5.17,5489.5,no
339,39,services,married,university.degree,no,no,no,telephone,may,thu,151,1,1022,0,nonexistent,1.1,89.29,-36.25,4.92,5123.51,no
340,36,technician,single,university.degree,no,yes,no,cellular,may,mon,12,12,988,0,nonexistent,-1.8,91.12,-44.44,1.28,5048.1,no
341,37,admin.,married,high.school,no,yes,no,telephone,jun,tue,3164,1,682,2,failure,1.4,95.67,-44.29,3.79,4848.65,no
342,37,technician,married,university.degree,no,no,no,cellular,aug,tue,120,1,1000,0,nonexistent,1.4,93.91,-37.5,5.01,5008.51,no
343,29,entrepreneur,single,university.degree,no,no,no,cellular,jul,thu,2330,1,357,5,failure,1.4,95.42,-37.44,3.65,4996.54,no
344,35,technician,single,professional.course,no,yes,no,cellular,may,mon,250,5,975,0,nonexistent,-1.8,92.14,-45.13,1.28,5134.79,no
345,79,retired,married,professional.course,no,no,no,cellular,nov,fri,319,2,1027,1,failure,-3.4,89.22,-30,0.74,5002.44,yes
346,45,technician,married,high.school,no,yes,no,cellular,jul,tue,299,4,518,0,failure,1.4,93.26,-42.04,2.62,5204.27,no
347,56,admin.,married,university.degree,unknown,yes,no,cellular,aug,fri,157,0,995,0,nonexistent,1.4,93.53,-36.6,4.79,5468.59,no
348,42,technician,married,basic.9y,no,yes,no,cellular,may,wed,65,1,954,1,failure,-1.8,90.47,-46.56,1.3,5226.57,no
349,45,entrepreneur,married,university.degree,no,yes,no,cellular,aug,tue,653,1,1009,0,nonexistent,1.4,97.08,-35.77,4.97,5269.92,yes
350,38,technician,divorced,professional.course,no,no,no,telephone,may,fri,1182,2,149,4,nonexistent,1.1,97.65,-28.49,2.57,5048.77,no
351,34,technician,single,professional.course,no,yes,no,cellular,aug,mon,71,1,974,0,nonexistent,1.4,92.41,-36.38,5.17,5175.81,no
352,40,services,divorced,high.school,unknown,no,no,telephone,jun,thu,112,1,1016,0,nonexistent,1.4,97.96,-39.87,4.75,5029.43,no
353,32,admin.,single,high.school,no,yes,no,cellular,jul,wed,153,0,964,0,nonexistent,1.4,97.67,-43.34,5.17,5086.94,no
354,30,technician,married,basic.9y,no,no,no,cellular,jul,fri,1729,5,293,2,nonexistent,1.4,97.69,-29.45,2.35,5109.64,no
355,42,technician,married,professional.course,no,no,no,cellular,apr,thu,4688,1,358,3,nonexistent,-1.8,94.54,-47.25,1.43,5085.27,no
356,50,services,married,high.school,no,yes,no,cellular,may,fri,207,1,1014,0,nonexistent,-1.8,94.75,-47.67,1.32,5063.4,no
357,34,admin.,married,high.school,no,yes,no,cellular,may,wed,42,0,1002,0,nonexistent,-1.8,92.14,-44.53,1.26,5165.38,no
358,23,services,married,high.school,no,no,no,cellular,may,wed,4708,0,540,4,success,-1.8,92.58,-47.71,4.44,5254.11,no
359,41,admin.,married,high.school,no,no,no,telephone,jun,tue,1346,3,730,3,nonexistent,1.4,89.66,-33.54,3.15,5266.27,no
360,58,retired,married,basic.4y,unknown,no,no,telephone,jun,thu,73,2,953,0,nonexistent,1.4,96.07,-42.21,4.92,5003.29,no
361,40,technician,single,university.degree,unknown,yes,no,cellular,jul,mon,267,5,1042,0,nonexistent,1.4,94.29,-42.91,5.19,4982.37,no
362,25,services,single,high.school,no,no,no,telephone,jun,wed,3890,2,623,3,failure,1.4,94.52,-28.63,3.77,5108.39,no
363,29,unemployed,single,basic.4y,no,yes,yes,cellular,nov,fri,117,0,993,0,nonexistent,-0.1,91.42,-42.71,4.15,5164.62,no
